opponent_actual_hand,player_actual_hand,opponent_progress,opponent_pattern,p2_nerv,config,overlap_pct,player_progress,player_pattern,p2_type,final_turn,shared_tiles,overlap_category,p1_nerv,p1_type
"Tile[Tile(""White Dragon""), Tile(""White Dragon""), Tile(""Flower""), Tile(""5 Character""), Tile(""5 Character""), Tile(""5 Character""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""5 Bamboo""), Tile(""5 Dot""), Tile(""5 Bamboo""), Tile(""White Dragon"")]","Tile[Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""5 Dot""), Tile(""2 Bamboo""), Tile(""5 Dot""), Tile(""1 Dot""), Tile(""6 Character""), Tile(""3 Character"")]",0.7142857142857143,FF 2025 2025 2025,3,both,100.0,0.5,FF 2025 2025 2025,greedy,118,8,100% (Exact),10,greedy
"Tile[Tile(""2 Character""), Tile(""Flower""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""White Dragon""), Tile(""5 Bamboo""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""5 Bamboo"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Green Dragon"")]",0.5714285714285714,FFFF 22 222 222 22 - Bamboo/Character/Dot,10,both,100.0,0.6428571428571429,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""7 Character""), Tile(""9 Bamboo""), Tile(""5 Character""), Tile(""9 Bamboo""), Tile(""3 Character""), Tile(""7 Character""), Tile(""1 Dot""), Tile(""9 Character""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""5 Character""), Tile(""7 Character""), Tile(""1 Character"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""1 Bamboo""), Tile(""9 Character""), Tile(""2 Dot""), Tile(""5 Bamboo""), Tile(""5 Dot""), Tile(""6 Bamboo""), Tile(""7 Bamboo""), Tile(""3 Character""), Tile(""White Dragon"")]",0.8571428571428571,11 33 55 77 99 99 11 - Character/Bamboo/Dot,10,both,85.71428571428571,0.2857142857142857,11 33 55 77 99 55 11 - Character/Bamboo/Dot,greedy,118,6,75-99%,5,greedy
"Tile[Tile(""South Wind""), Tile(""South Wind""), Tile(""North Wind""), Tile(""4 Character""), Tile(""North Wind""), Tile(""5 Character""), Tile(""Red Dragon""), Tile(""8 Dot""), Tile(""7 Bamboo""), Tile(""Green Dragon""), Tile(""9 Character""), Tile(""4 Dot""), Tile(""6 Bamboo"")]","Tile[Tile(""1 Character""), Tile(""8 Character""), Tile(""7 Bamboo""), Tile(""5 Dot""), Tile(""3 Dot""), Tile(""7 Character""), Tile(""Red Dragon""), Tile(""8 Bamboo""), Tile(""6 Bamboo""), Tile(""4 Character""), Tile(""7 Dot""), Tile(""2 Dot""), Tile(""7 Bamboo"")]",0.8571428571428571,NN EW SS 44 55 66 77 - Character,10,both,100.0,0.07142857142857142,NN EW SS 44 55 66 77 - Character,greedy,107,8,100% (Exact),5,greedy
"Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""5 Character""), Tile(""9 Dot""), Tile(""6 Dot""), Tile(""6 Character""), Tile(""1 Dot""), Tile(""9 Bamboo""), Tile(""West Wind""), Tile(""2 Character""), Tile(""5 Character"")]","Tile[Tile(""Flower""), Tile(""6 Character""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""6 Dot""), Tile(""Flower""), Tile(""6 Dot""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""Flower""), Tile(""6 Bamboo"")]",0.14285714285714285,FFFF 66 666 666 66 - Bamboo/Character/Dot,10,both,100.0,0.9285714285714286,FFFF 66 666 666 66 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""3 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Dot""), Tile(""3 Character""), Tile(""3 Character""), Tile(""Flower""), Tile(""3 Dot""), Tile(""Flower""), Tile(""5 Dot"")]","Tile[Tile(""Flower""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Green Dragon""), Tile(""2 Dot"")]",0.7142857142857143,FFFF 33 333 333 33 - Bamboo/Character/Dot,10,both,100.0,0.5714285714285714,FFFF 33 333 333 33 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""7 Dot""), Tile(""7 Character""), Tile(""7 Dot""), Tile(""9 Bamboo""), Tile(""1 Bamboo""), Tile(""3 Bamboo""), Tile(""7 Character""), Tile(""9 Bamboo""), Tile(""3 Bamboo""), Tile(""5 Bamboo""), Tile(""7 Dot""), Tile(""7 Bamboo""), Tile(""5 Bamboo"")]","Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""7 Bamboo""), Tile(""1 Character""), Tile(""Red Dragon""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""White Dragon""), Tile(""Flower""), Tile(""1 Character""), Tile(""5 Bamboo"")]",0.5714285714285714,11 33 55 77 99 11 11 - Bamboo/Character/Dot,10,both,100.0,0.5714285714285714,11 33 55 77 99 11 11 - Bamboo/Character/Dot,greedy,118,7,100% (Exact),5,greedy
"Tile[Tile(""5 Character""), Tile(""5 Dot""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""4 Bamboo""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""5 Dot""), Tile(""5 Dot""), Tile(""4 Bamboo"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""5 Character""), Tile(""4 Character""), Tile(""5 Character""), Tile(""5 Bamboo""), Tile(""5 Character""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Character""), Tile(""1 Dot"")]",0.5714285714285714,FFFF 44 444 444 44 - Bamboo/Character/Dot,10,both,100.0,0.5,FFFF 44 444 444 44 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""5 Character""), Tile(""2 Dot""), Tile(""5 Character""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""8 Bamboo""), Tile(""9 Dot"")]","Tile[Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""White Dragon""), Tile(""1 Character""), Tile(""White Dragon""), Tile(""Flower""), Tile(""White Dragon"")]",0.42857142857142855,FFFF 11 111 111 11 - Bamboo/Character/Dot,5,both,100.0,0.7142857142857143,FFFF 11 111 111 11 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""7 Dot""), Tile(""7 Dot""), Tile(""8 Character""), Tile(""8 Dot""), Tile(""7 Dot""), Tile(""8 Dot""), Tile(""Flower""), Tile(""6 Dot""), Tile(""7 Character""), Tile(""Flower""), Tile(""8 Character""), Tile(""2 Bamboo""), Tile(""6 Bamboo"")]","Tile[Tile(""8 Bamboo""), Tile(""Green Dragon""), Tile(""6 Bamboo""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""6 Character""), Tile(""7 Bamboo""), Tile(""4 Bamboo""), Tile(""6 Dot""), Tile(""3 Dot""), Tile(""4 Bamboo""), Tile(""9 Dot""), Tile(""West Wind"")]",0.9285714285714286,FF 6 77 888 6 77 888 - Character/Dot,5,both,100.0,0.2857142857142857,FF 6 77 888 6 77 888 - Character/Dot,greedy,116,7,100% (Exact),5,greedy
"Tile[Tile(""Green Dragon""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""Flower""), Tile(""8 Bamboo""), Tile(""8 Dot""), Tile(""2 Dot""), Tile(""4 Bamboo""), Tile(""6 Dot""), Tile(""8 Bamboo""), Tile(""West Wind""), Tile(""1 Bamboo""), Tile(""1 Bamboo"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Character""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""Flower"")]",0.21428571428571427,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,5,both,100.0,0.8571428571428571,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,greedy,118,6,100% (Exact),5,greedy
"Tile[Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""8 Character"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""White Dragon""), Tile(""4 Bamboo""), Tile(""5 Bamboo""), Tile(""Red Dragon""), Tile(""2 Character"")]",0.7857142857142857,FFFF 22 222 222 22 - Bamboo/Character/Dot,5,both,100.0,0.5714285714285714,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""Flower""), Tile(""3 Bamboo""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Red Dragon""), Tile(""White Dragon"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""Green Dragon"")]",0.5714285714285714,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,5,both,100.0,0.6428571428571429,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,greedy,118,6,100% (Exact),5,greedy
"Tile[Tile(""White Dragon""), Tile(""South Wind""), Tile(""North Wind""), Tile(""North Wind""), Tile(""South Wind""), Tile(""West Wind""), Tile(""White Dragon""), Tile(""East Wind""), Tile(""2 Bamboo""), Tile(""West Wind""), Tile(""7 Bamboo""), Tile(""2 Character""), Tile(""7 Character"")]","Tile[Tile(""1 Dot""), Tile(""West Wind""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""3 Bamboo""), Tile(""8 Bamboo""), Tile(""Green Dragon""), Tile(""1 Bamboo""), Tile(""4 Character""), Tile(""2 Bamboo""), Tile(""6 Dot""), Tile(""8 Bamboo""), Tile(""9 Bamboo"")]",0.8571428571428571,NN EEE WWW SS 2025 - Bamboo,5,both,100.0,0.21428571428571427,NN EEE WWW SS 2025 - Bamboo,greedy,115,7,100% (Exact),5,greedy
"Tile[Tile(""6 Dot""), Tile(""6 Dot""), Tile(""6 Character""), Tile(""3 Bamboo""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""9 Bamboo""), Tile(""3 Character""), Tile(""9 Character""), Tile(""2 Character""), Tile(""North Wind"")]","Tile[Tile(""6 Dot""), Tile(""6 Dot""), Tile(""6 Bamboo""), Tile(""6 Character""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""6 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""6 Bamboo"")]",0.35714285714285715,FFFF 66 666 666 66 - Bamboo/Character/Dot,3,both,100.0,0.7857142857142857,FFFF 66 666 666 66 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""8 Character""), Tile(""2 Character""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""2 Dot""), Tile(""White Dragon""), Tile(""2 Dot""), Tile(""Flower""), Tile(""White Dragon""), Tile(""6 Dot""), Tile(""2 Bamboo""), Tile(""1 Character""), Tile(""7 Bamboo"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""5 Bamboo""), Tile(""Flower""), Tile(""White Dragon"")]",0.42857142857142855,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.7857142857142857,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""East Wind""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""3 Dot""), Tile(""2 Dot""), Tile(""East Wind""), Tile(""4 Dot""), Tile(""9 Bamboo""), Tile(""4 Dot""), Tile(""2 Character""), Tile(""White Dragon""), Tile(""7 Character""), Tile(""Flower"")]","Tile[Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""2 Character""), Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower"")]",0.21428571428571427,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.9285714285714286,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""White Dragon""), Tile(""White Dragon""), Tile(""Flower""), Tile(""White Dragon""), Tile(""7 Bamboo""), Tile(""6 Bamboo""), Tile(""Red Dragon""), Tile(""6 Bamboo""), Tile(""White Dragon""), Tile(""7 Bamboo""), Tile(""5 Bamboo""), Tile(""East Wind""), Tile(""3 Character"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""6 Character""), Tile(""6 Character""), Tile(""7 Character""), Tile(""Red Dragon""), Tile(""5 Character""), Tile(""7 Bamboo""), Tile(""Flower""), Tile(""7 Character""), Tile(""Flower""), Tile(""7 Character"")]",0.42857142857142855,FF 5 66 777 5 66 777 - Bamboo/Character,3,both,100.0,0.6428571428571429,FF 5 66 777 5 66 777 - Bamboo/Character,greedy,118,7,100% (Exact),5,greedy
"Tile[Tile(""9 Character""), Tile(""5 Character""), Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""3 Dot""), Tile(""3 Dot""), Tile(""7 Character""), Tile(""7 Bamboo""), Tile(""East Wind""), Tile(""9 Bamboo""), Tile(""9 Character"")]","Tile[Tile(""6 Character""), Tile(""5 Bamboo""), Tile(""8 Character""), Tile(""West Wind""), Tile(""4 Dot""), Tile(""Green Dragon""), Tile(""West Wind""), Tile(""5 Character""), Tile(""Green Dragon""), Tile(""1 Dot""), Tile(""White Dragon""), Tile(""3 Bamboo""), Tile(""Red Dragon"")]",0.8571428571428571,11 33 55 77 99 11 33 - Character/Bamboo/Dot,3,both,100.0,0.07142857142857142,11 33 55 77 99 11 33 - Character/Bamboo/Dot,greedy,112,7,100% (Exact),5,greedy
"Tile[Tile(""North Wind""), Tile(""West Wind""), Tile(""North Wind""), Tile(""West Wind""), Tile(""East Wind""), Tile(""1 Character""), Tile(""West Wind""), Tile(""6 Dot""), Tile(""6 Dot""), Tile(""3 Dot""), Tile(""3 Dot""), Tile(""9 Character""), Tile(""North Wind"")]","Tile[Tile(""3 Dot""), Tile(""3 Character""), Tile(""3 Character""), Tile(""South Wind""), Tile(""1 Character""), Tile(""South Wind""), Tile(""5 Dot""), Tile(""3 Dot""), Tile(""3 Character""), Tile(""7 Dot""), Tile(""5 Dot""), Tile(""South Wind""), Tile(""7 Dot"")]",0.42857142857142855,11 333 NEWS 333 55 - Character/Dot,3,both,100.0,0.6428571428571429,11 333 NEWS 333 55 - Character/Dot,greedy,118,8,100% (Exact),5,greedy
"Tile[Tile(""2 Character""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""2 Bamboo""), Tile(""5 Bamboo""), Tile(""5 Dot""), Tile(""5 Character"")]","Tile[Tile(""2 Dot""), Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""5 Character""), Tile(""2 Dot""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""5 Character""), Tile(""5 Character""), Tile(""3 Character"")]",0.7142857142857143,FF 222 222 222 DDD - Bamboo/Character/Dot,3,both,100.0,0.6428571428571429,FF 222 222 222 DDD - Bamboo/Character/Dot,greedy,118,5,100% (Exact),5,greedy
"Tile[Tile(""5 Bamboo""), Tile(""4 Bamboo""), Tile(""5 Bamboo""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Character""), Tile(""5 Character""), Tile(""5 Character""), Tile(""3 Bamboo""), Tile(""5 Bamboo""), Tile(""4 Character"")]","Tile[Tile(""4 Bamboo""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""4 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""3 Character""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""3 Character""), Tile(""5 Character""), Tile(""4 Character"")]",0.5,FFFF 44 444 444 44 - Bamboo/Character/Dot,3,both,100.0,0.7142857142857143,FFFF 44 444 444 44 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""3 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Dot""), Tile(""9 Dot""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""2 Dot""), Tile(""North Wind"")]","Tile[Tile(""3 Dot""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Flower""), Tile(""3 Dot""), Tile(""3 Character""), Tile(""Red Dragon""), Tile(""White Dragon""), Tile(""Flower"")]",0.5,FFFF 33 333 333 33 - Bamboo/Character/Dot,3,both,100.0,0.7142857142857143,FFFF 33 333 333 33 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),5,greedy
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""8 Bamboo""), Tile(""4 Bamboo"")]","Tile[Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""3 Dot""), Tile(""9 Dot"")]",0.6428571428571429,FFFF 22 222 222 22 - Bamboo/Character/Dot,10,both,100.0,0.7857142857142857,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,greedy
"Tile[Tile(""North Wind""), Tile(""South Wind""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""2 Dot""), Tile(""West Wind""), Tile(""Flower""), Tile(""East Wind""), Tile(""8 Dot""), Tile(""6 Dot""), Tile(""9 Character""), Tile(""7 Dot"")]","Tile[Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""White Dragon""), Tile(""2 Character""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""White Dragon""), Tile(""2 Dot"")]",0.35714285714285715,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,10,both,100.0,0.7142857142857143,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,greedy,118,6,100% (Exact),3,greedy
"Tile[Tile(""East Wind""), Tile(""East Wind""), Tile(""East Wind""), Tile(""East Wind""), Tile(""1 Dot""), Tile(""6 Dot""), Tile(""4 Dot""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""4 Bamboo""), Tile(""Red Dragon""), Tile(""4 Bamboo""), Tile(""Red Dragon"")]","Tile[Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Character""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""1 Bamboo"")]",0.21428571428571427,FF 1111 D 1111 D 11 - Bamboo/Character/Dot,10,both,100.0,0.8571428571428571,FF 1111 D 1111 D 11 - Bamboo/Character/Dot,greedy,118,6,100% (Exact),3,greedy
"Tile[Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Character""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""West Wind"")]","Tile[Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Dot""), Tile(""7 Bamboo""), Tile(""3 Character""), Tile(""West Wind""), Tile(""7 Character""), Tile(""8 Character""), Tile(""Flower""), Tile(""White Dragon""), Tile(""9 Character"")]",0.8571428571428571,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.35714285714285715,FFFF 11 111 111 11 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,greedy
"Tile[Tile(""8 Bamboo""), Tile(""Flower""), Tile(""8 Character""), Tile(""Flower""), Tile(""9 Bamboo""), Tile(""9 Character""), Tile(""8 Dot""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""Flower""), Tile(""9 Dot""), Tile(""8 Dot""), Tile(""8 Character"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""8 Dot""), Tile(""8 Bamboo""), Tile(""9 Character""), Tile(""8 Character""), Tile(""8 Character""), Tile(""Green Dragon""), Tile(""Red Dragon""), Tile(""Green Dragon""), Tile(""8 Bamboo""), Tile(""Green Dragon""), Tile(""8 Bamboo"")]",0.6428571428571429,FFFF 88 888 888 88 - Bamboo/Character/Dot,10,both,100.0,0.5714285714285714,FFFF 88 888 888 88 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,greedy
"Tile[Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""Flower""), Tile(""2 Dot""), Tile(""White Dragon""), Tile(""3 Character"")]","Tile[Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""White Dragon""), Tile(""Flower""), Tile(""White Dragon""), Tile(""White Dragon"")]",0.5714285714285714,FFFF 22 222 222 22 - Bamboo/Character/Dot,10,both,100.0,0.7142857142857143,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,greedy
"Tile[Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""3 Bamboo""), Tile(""1 Bamboo""), Tile(""5 Bamboo""), Tile(""9 Bamboo""), Tile(""9 Bamboo""), Tile(""7 Bamboo""), Tile(""3 Bamboo""), Tile(""7 Bamboo""), Tile(""9 Bamboo"")]","Tile[Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""1 Character""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""5 Bamboo""), Tile(""Flower"")]",0.2857142857142857,FFFF 11 111 111 11 - Bamboo/Character/Dot,10,both,100.0,0.7142857142857143,FFFF 11 111 111 11 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,greedy
"Tile[Tile(""5 Bamboo""), Tile(""5 Character""), Tile(""9 Dot""), Tile(""7 Character""), Tile(""5 Character""), Tile(""7 Character""), Tile(""7 Bamboo""), Tile(""Flower""), Tile(""East Wind""), Tile(""6 Bamboo""), Tile(""North Wind""), Tile(""6 Character""), Tile(""3 Character"")]","Tile[Tile(""1 Character""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""9 Bamboo""), Tile(""3 Character""), Tile(""Green Dragon""), Tile(""9 Character""), Tile(""3 Dot""), Tile(""8 Character""), Tile(""1 Character""), Tile(""6 Dot""), Tile(""2 Bamboo"")]",0.9285714285714286,FF 55 77 555 777 99 - Bamboo/Character/Dot,10,both,100.0,0.21428571428571427,FF 55 77 555 777 99 - Bamboo/Character/Dot,greedy,112,6,100% (Exact),3,greedy
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""4 Bamboo""), Tile(""8 Bamboo""), Tile(""4 Character""), Tile(""6 Bamboo""), Tile(""4 Dot""), Tile(""6 Bamboo""), Tile(""4 Bamboo"")]","Tile[Tile(""4 Dot""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Character""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""Green Dragon""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""3 Bamboo""), Tile(""6 Character""), Tile(""3 Bamboo"")]",0.7142857142857143,FFFF 2468 444 444 - Bamboo/Character/Dot,10,both,100.0,0.42857142857142855,FFFF 2468 444 444 - Bamboo/Character/Dot,greedy,118,7,100% (Exact),3,greedy
